Id,Predicted
962e13268ecd46be82f1bbe431b4e939,그룹인 공추류
841f03730b08435b9dd3ad98d1bd32c4,지금은 공추류의 한 그룹으로 간주된다
618afa926b90404da7780815c5f20d94,"바트라쿠스는 넓은 두개골, 짧은 꼬리, 그리고 작은 이빨 등 개구리와 도롱뇽의 특징을 뒤섞어서 가지고 있다. 

문제를 복잡하게 만드는 것은 진양서류 자체가 다계통군일 수 있다는 점이다. 소수의견이긴 하지만 이런 관점이 여러 번 변형되어 제시되어 왔다. 군나르 새비-소더버그와 에릭 자르빅의 ""스톡홀름 학파""는 20 세기의 상당한 기간 동안 코 및 두개의 신경 구조에 기반에 양서류가 다계통군이라고 주장해 왔다. 이들의 관점에 따르면 공추류는 개구리의 조상이며 도롱뇽과 무족영원류는 독립적으로 포롤레피스과 어류에서 진화했다고 한다. 로버트 L. 캐롤은 꼬리가 있는 양서류(도롱뇽과 무족영원류)는 공추류인 미크로사우리아로부터, 그리고 개구리는 분추류로부터 파생되었다고 제안했다. 게로바트라쿠스의 분지학적 분석에 의하면 도롱뇽과 개구리는 분추류로부터 진화했으며, 무족영원류는 파충류형 양서류의 자매 그룹이라서"
d644d5af17ff4c45bad483099735f791,손병석 국토부 철도국장
53b26110732243d5ba1e8c74aea31890,갈매 더샵 나인힐스
f7846dedab094e7084e76803920655b4,퇴직 후 2년간 유관업무 회사에 취업을 금지하는 공직자윤리법을 어기지 않기 위해서
f6a7e2d5748149e4b35315f3b2741893,8월 20일부터 23일까지
6d4f9ce3236a4d26bbbb872e2e227891,실제 광원에서 생성할 수 있는 색상이다
7ae1f3d111ab4a30817469814b1df466,10%가량
c1f164bec5174ff1bdbdec67fe5c0c53,오는 9월22일 전까지 경영진 연봉 제한 규정을 만들어야 한다”고 주장했다. 현재
f117ddf79ac942e8a36d085f04c5a187,정부가 '극단주의자'라고 분류한 단체들을 강제적으로 무력 진압하는 경우가 점점 많아
e48630c806314c8eb7a6d5d33eee1cc8,『백유경』은 고대 인도
6ebf82f3c71b435ea05dfee2c928407b,Uraniborg에서 만든 연구회는 연구센터
da61c942aa3a4d1aace17bede8589d9b,톨레마이
43c2176877564e0e9d6a3e0eb75cc09e,"프레데리크 2세가 죽은 후, 1599"
2a5012ee1b3c4c9eaa84d2452eeef485,코페르니쿠스의 모델
0552a0dd25154503b017e6247045ff35,낭만주의자 슈만
21d569cd27bb4cf18085c5f94ea2bf23,외화는 577편
2a032687135a4b288a281ad6d8e2c5d0,"경미하거나 심한 건조감, 부비동염 등이 나타난다. 대부분 몇 주 안에 자연스레 사라지며, 알맞는 항바이러스제를 구강에 투여함으로써 빠르게 호전될 수도 있다.

재발할 경우 수지상 궤양이나 하얀색 플라크가 형성되는 등 더 심각한 증상이 나타날 수도 있다"
b945c52cd6644fe3bc92a6cb1c2803c4,셀레우키아크테시폰의 주교가 다른 주교좌직 보다 상급이며 (후일에 사용된 용어) 파트리아르케스
03c9a81a94da47c4a891ee673f325544,상금 1500만원
3302f6e9bc59434090a8f81d24e5514b,훗날 교황청 내
6eb7feed3c0046ba813182abe4f81b96,"아이들의 식품 알레르기의 일부는 우유, 계란, 콩"
2258707f6c644858bdd447c902d93afd,아드레날린을 투여하고 의료경보 장신구를 착용하는 것이 포함될 수 있다.
7f6ac4e382a040aa80ae0fc99361f98d,지난달 15일
09d747535dc04ceea4ad49430653621f,２월 중에 대규모적 강하 작전을 ３회
24af21f6308943468f3bab391500a9fe,연방군 바이코멜 기지와 우랄 산맥 주변에 행해진 제
839f8fbdb65143eb8a033ed7aee31038,"연방군은 ＭＳ대를 사출, 각 함정도 아·바오아·쿠로 돌입했다."
d6e94191b5964358be8520cad202cf29,솔라 레이의 발사와 함께 잃어버려
c1ac377dd25a44cb8978c13830a89e95,샤아
ea0ff4a5d8e8473e87ff84b53199a028,임
9c5ff47bac9f470e86f1b6132978c7c3,"1841년 설립된 아커솔루션은 석유·가스플랜트 정제와 유전 관리 등 플랜트 엔지니어링 전문 기업이다.이 대표는 “합작법인은 아커의 업력을 그대로 활용할 수 있기 때문에 코오롱의 기술과 가격 경쟁력을 더해 빠르게 성장할 수 있을 것”이라고 강조했다. 코오롱프로세스시스템은 독자 기술로 개발한 정제 시스템으로 작년 매출 171억원, 영업익 3억여원을 거두며 흑자 전환에 성공했다.이날 이 대표와 협약을 체결한 데이비드 메를 아커솔루션 사장은 “이번 합작법인 설립은 세계 석유·가스 플랜트 수주를 대부분 따내고 있는 한국 조선·건설업계로의 접근성을 높일 수 있는 좋은 기회”라고 말했다. ○이웅열 회장 ‘책임 경영’ 의지코오롱프로세스시스템은 현재 코오롱워터앤솔루션이 51%, 투자회사 더블유파트너스가 49%를 보유하고 있다. 더블유파트너스"
f99d14fb4223418ca2233201cc43dd8b,문화체육관광부(장관 박양우)와 한국관광공사(사장 안영배)
98ca087afa874cd38a8ee8844857513c,전국경제인연합회
8e1e40f545794756b6fd4c71f2639c8b,CJ푸드빌의 투썸플레이스
457f9d8816724c9586e1a3f7d47030a1,"상대로 낸 공사중지 가처분 신청을 일부 인용, 학교와 인근 아파트 2개 동"
ecc1f6c85d90410cbda01a60beb21d58,"개인회생은 담보가 있는 빚이 10억원 이하, 담보 없는 빚이 5억원 이하인 사람이 대상이며, 채권자의 동의는 필요하지 않다."
4ef2e01ee93f4233803d0328f72b6bab,2004년
a7f8e082a70f492abe90a436c278cae4,커피를 사면 커피머신을 무료로 주는 것처럼 싸게 산 것 같은 심리를 이용한 마케팅도 이용해볼 만하다. 내년의 트렌드를 예측
2e7965220b794c128f5799588f78df0f,15년
3e95f9648c4d4c33b4321bad59af1bd5,미 해군과 공군
a55267f176db4de5a38320367ed1dd55,강원 영동과 경북 지역
db654100d3224b709c2f295e3a443c55,글리세르알데하이드 3-인산 탈수소효소가 세포 스트레스
70e8ba63f75d4210872eba40593cf859,글리세르알데하이드 3-인산 탈수소효소가 아폽토시스를 일으킨다는 것을 보여주
cc97a7df4a2a49089d0af03f9ba52fe5,보온의 기능
892ae41317c5454da1508bc485ca06bf,약국
da9406d63b7e472693f6808f4a9510a6,누아이와 돔노니아 등의 작은 왕국들의 왕이라고 자청했다.
118ec0d35f7e4229adf395697548441b,냉탕’과 ‘온탕’이 뚜렷하다. 백화점
ce4cdee1f91e40d893b6921093f80a88,한국제약협회
1afb1f27b7d045e1be95dd695ed0d122,"咬住, 생몰년 미상)"
56244d02af244a0f9e53f93e360c4daf,"가파른 길이나 돌길이 펼쳐지기도 하는데, 등산 스틱을 구비해 무릎 관절이 받는 충격을 최대한 분산시켜주는 것"
d767477d74884f6e9b4b00c7af02775b,오는 28일부터
d03d1ee0450d4df1bf9ac084b16a6de7,"‘광복 70년, 과학기술 대표 성과 70선’"
66e29b2327cc421bb31d37be0ca66cbc,도쿄를 대표하는 상업지구인 시부야에 자리
dd0ab12d9a114116b48632301d7a887d,오전 8시50분부터 오후 10시25분까지
d1289e59884343199ab8f1d4206fdd8b,3000억원
ff5d575b472e4262a46baf7da37bdd03,서울지방변호사회
b0b46c54c04049638eac9d9800636165,70만원
8987a4c74cf147c7b9849cea566ce85e,코스닥 상장사인 코나아이에서 스마트카드 개발팀장으로 11년 동안 일했다. 나준채 이사
d7bcf607c6d34b5baa2b6fb636c78bfc,재판부는 범행 수법의 잔혹성 등을 이유로 약간의 형을 더해 징역 15년을 선고했다.살인죄가 아닌 상해
5adf4dccc7d2406dadf2f5b25c16257b,19단계
78b9ab3ae85841afb3a09b9d8ed5a248,얀나이오스 시절 자신들을 탄압한 사람들
33e30ec59a724e68939a0977bccc864d,營
24c6e791a5b84c40a3c33fd3d677328f,"총독부에 꾸준히 조선인 참정권 허용, 자치권 허용, 조선인과 내지인의 동등한 권리를 요구, 건의했다."
d2631aedb48b476383ed0b9468d78c6f,이승만을 곧 고종 폐위 운동
82f42d9aa2d94b3ab591c9843258dcfd,춘천을 중심으로 한 경성(서울)∼양양과 원주∼금화(철원)
a2f0258f0b5548af8fe5f3855263fd93,대손
0b753b632aa746a7ba8c104ba19bd5f8,세종대왕의 넷째 아들 임영대군
2b7fdce1f6b649d2b0168ad515899fd6,"인간 중심의 디자인, 사용성과 접근성은 인터랙션 디자인이 추구하는 주요 목표이며 좋은 인터랙션 디자인을 하기 위해 사용자 조사등을 통한 연구와 테스트를 거쳐서 완성된다"
e8e5b121a57346a08b832b57fab72eda,술어 개념인 대개념
41d5bc55e1b74a9a90e735146ad6fda0,경력단절 여성은 집계를 시작한 2011년 190만명을 기록한 이후 지난해 197만8000명으로 증가했다가 올해는 2만3000명(1.2%) 줄었다.
53820f0e83f04ee0ab37650fd5b92769,상하이의 신한청년당 당원들
0dfaed376831484b9f8dc64c06f8f562,발기인회
5c1a55177709416591a3903fedeaaaed,"예루살렘에 돌아왔을 때, 보두앵 3세는 죽었었다"
0031e1338b1b4c31bbf9e099f68f398d,30조4315억원
54dbbc4eb7674832a12915e770562639,지난 6월5일
a55ba03e6f2348608890bb1a5e4f9679,오른쪽 타석에도 익숙해지는 등 왼쪽
d6f8f9a372f3451488f62a9f3e58e0be,아르헨티나와 잉글랜드는 에스타디오 아스테카
5123bb80ff12415196205c47b3678f26,블룸필드가 집필한 두 권의 교과서 《언어학 개론(An introduction to language)》(1914)과 《언어》(1933)는 역사언어학과 비교언어학의 원리를 설명하기 위해 인도유럽어족에서 많은 예시를 가져온다.
7fddd3f93e1e4c94a84a1b88eb1e6ea0,이슬람의 교조인 무함마드
cfd95c25de75468d8497e2a1995d0116,봉건제의 해체
6137bfc0e1ad409cbb2b6d5e2f1cf4f8,한국·중국·일본
6f46d341bfa44a7894bdb44e998023bd,일본 도쿄
23497ee0f236415282ce307934ceefea,생명보험사보다 손해보험
f12b3cceb4d9435eaebef990b6453705,작센
54e3f0fc460543d387680d0bfd36569a,대호피앤씨는 3분기 말 기준 부채비율
ba0baa7950b44d719007ed9b4dca40ea,노르웨이의 노르카프라는 도시
ca1b726647564317b085d7959f8ccb0f,지난해 14건
f58a332425bc4cfaa94f12637b67fdb4,2019년
e2536556f3644f7e89e885baab6e487b,‘프리미엄 영입 10+1 쿠폰’ 등의 보상을 획득할 수 있다. 뿐만 아니라 각 주차 별 참여 유저 가운데 10명을 추첨해 ‘구글 기프트 카드’를 선물하고 있다.
fa7c91f5281c46b29baa3c2d37e31a54,동아에스티 한미약품 종근당 등 상위사들
ec64f6eca6ad46a3978ca0fef7a577fd,일본
00fd8ee0574640b891cdd7c36d871555,순자와 함께 시내버스에 탑승하게 된다.
0a961cb0b35f4d6ab4b06057bdcf6a5c,"마리아 발토르타의 부친 주세페는 이탈리아의 기병이었으며, 모친 이시데는 프랑스어 교사였다."
85dc4ac3b6f3480c814f19406bc49cb0,"구리가 씌여지지 않는 대신, 납중독의 위험을 방지하기 위해"
11f72ac0b9e84c658f6ed3683939326b,2016년 3월 1일
0edee34fe2aa43718bff69c2e8c2da3c,기본적 귀인 오류
07bad6c932554ef7b323634003d5fa19,상호집단관계에 관한 문헌 보고
c4d7cdc471e64f2799d44aba93c98178,10년으로 보장 기간
5760b28efdc8448289ed5d2756adfa34,중위값 기준 20.3%를 기록했다. 2012년(19.8%)보다 0.5%포인트 상승한 수치
b2347c6893f64f76bb91143813503ada,"임 대표 내정자, 미래 전략 주도김 의장과 임 내정자"
201f27cf406544869dcc2b2fb9c4f8b6,행군과 7월 오후의 격렬한 전투로 지쳐서 전투대형을 갖추는 것
212e0672b50d4d91b3cc01d4b008b17b,앵거스 휴스턴 전 호주공군 참모총장
76a4edcd2fa74814b522e313e3b24c3a,고위험 주식의 거래와 보다 안전한 보수적 거래로 양극화 되는 경향을 보인다.
c823b23f30ea4267a2fa6246c6c93a3c,1954년 12월 21일
b54a7c56cc0745b196b254c5faae1659,확증 편향이라는 용어를 처음으로 사용한 사람
3cb8ed32d05f46b2835d6d354180c566,13시간
0eff442422cb46d9bac9dff27a7003e5,교토 기모노 패스포트(여권)’를 배포해 관광객이 기모노를 입고 다니면 다양한 할인 혜택을 준다. 전문가를 양성하는 공인시험과 학생·일반인 대상 교육을 통해 기모노문화를 보급하는 기모노컨설턴트협회도 활발히 활동하고 있다.베트남
cdab288dc16140138cd44b92af841ee1,56만원
d7bc00bd288f4d98a13e72cbad1e2fc8,"영화 속에서 카를로스 레이 역할을 한 오시 아르딜레스가 슬로 모션으로 ""아르딜레스 플릭""이라고 불리는 레인보우 킥 기술"
8318245d866c4853ad84cb39b5a0bc67,"세곡2지구 3·4·5·7단지, 내곡지구"
3ae8295488ed454f86a9bfbfe02d28d5,8일 법조계에 따르면 박 시장은 6일
61d1137800514fa281b559dadb22e8da,중국 공상은행과 교통은행
f114a5ecc25e44cdb2c4230b39d4b8a8,5
526af8ec2a814328858440d26d6ec7ed,야기옐론 대학
f7847570c872434ca26c0ba9edf433a4,"은전 주조 개혁에 대해 논의했다. 1523년, 파비안 루찬스키"
8def78ef76354fd389cf30dd0fa1794d,바바 오 럼
0b071589b7a04248b746cf91ca629246,연 1.75%
71be5e947b0e4608ac1d2590d33a50e0,"스페인 물류센터와 이태리 MD 지점 오픈 배경에는 코로나19 여파속에서도 몰테일은 9월까지 동기대비 유럽직구건수 기준으로 73%가 급증했고 직구족들의 기대에 부응하기 위한 선제적 투자의 필요성이 대두됐다. 특히 스페인과 이태리의 기업들 입장에서도 한국고객을 확보할 수 있으며 한국을 거점으로 중국과 일본 등의 아시아 시장 공략까지도 가능한 매우 매력적인 시장이다. 실제로 몰테일은 유럽시장에서 직구가 급증하고 있고 구찌, 발렌시아가, 보테가 베네타, 생로랑 명품 브랜드 유통에도 속도를 내고 있는 상황이다. 코로나19 여파로 여행객이 급감하면서 판매에 어려움을 겪고 있는 현지 명품 쇼핑몰들 및 편집숍을 중심으로 10여년 동안 축적된 안정되고 고도화된 글로벌 물류네트워크를 바탕으로 명품유통을 준비해온 몰테일과의 협업에 매우 적극적이다."
c147740f29d64631aa285448794760a3,유튜브에서 리믹스 작업
1681cf29f10c44f39c1ae1ac6b0507f6,이어져 내려온 광운대학교
161931539b074fa9b6478cafc3e7de46,광운공과대학으로 교명
43645972bec0477b8a69280ad8304cb6,작년에 여야가 정치적으로 합의한 사항이고 중앙과 지방정부가 부담해야 할 분담 액수
d5de17f7ea8f4478abf65e08012fd29c,스타트업과 벤처기업들도 이들 대기업과 같은 조건에서 경쟁할 수 있게 된 것
6489a01bea9a4a03ae9be02ee924d0bf,FCC
72abcff83d054cc89bb673bf0ac81625,가계부채
505860311acb42a38e0dcda8e7e2d64b,중소건설사들은 4분기(10~12월) 주택시장 경기가 전 분기보다 나아질 것으로 내다봤다.22일 중소건설업체를 회원사로 두고 있는 대한주택건설협회
a7c21be7c40841a8bc585435984cac8d,피보험자를 위해 운전했더라도 기명 피보험자(A렌터카)의 의사에 명백히 반할 경우 그 운전자는 운전 피보험자에 해당하지 않는다
22414ffcf1c74f63a7127ccff4b0870c,종래의 전면 상부
3abd05d039c7443f85cb25c7f8e55a59,"구체 부분은, 같은 시기에 제조된 영단 5000계 알루미늄차와 공통된 설계였다."
5933901a960843e6a2bb198e795bd655,김문수 경기지사
0d78a1dbe18c46ec8b9736be2033d68d,장경상 정책보좌관은 새누리당 의원실 보좌관
97773a3f3b254d3a823fbcab0e88e935,서울 역삼동 리츠칼튼호텔
dad39c851e784bc780a9fd7f1a6d21f5,26일
6dbe801c28114a319f591f05af47b4ba,외신
0e34ca71d594403b914f6495ae55c7d1,더 많은 의석을 확보했다.
bacf3e44b37d49ad9d4a63810bb571cc,케이(KOSDAQ 322510)
c49fcb1836654753a4822f86b1cc3381,미국 외의 지역 중에서는 유럽과 소비에트 연방
8dcef04b80164e86bdd901d4fa92e2ca,1960년대를 살아갔던 베스
211f00f2adac4e4dab99c8693abfb543,오는 26일 오후 6시
5f95af3cfec247d2a673e530b8ef37cb,1987년 12월 16일 제13대
07485303641241a884b9c18aeb339903,상하이
054fc6cb018749b793e8f1695fc04a1d,지난 몇 세기 동안
038100b1cdfc4cd2868d1419128529aa,1930년대 초반
4e3447f9cfec446a916c6a21768d2a14,메이지 시대부터 서양 풍습과 전통을 일본인에게 가르치기 위해 서양인을 고용할 정도로 서양 문화를 의도적으로 받아들이기 시작했다. 많은 일본
832c63f772b34f919744e17e1e79c539,약간의 연기를 가미한 독특한 쇼를 선보인 것이다. ‘군인들의 마지막 휴가’란 주제로 조금은 해이해지고 자유로운 휴가병의 모습을 표현했다.
2f8f77b51ea3493a9a3c68699a2637f9,11년
fb38d5d0aae04718bdcf8e12f5504d87,"금수저, N포세대, 헬조선, 취업깡패, 캥거루족, 이태백, 빨대족, 문송합니다, 화석선배, 달관세대, 인구론, NG족, 지여인 등 부정적 의미의 단어"
e0bea968f2b7429dbe0896fe4de1fb88,뛰어난 호이
f657a16a58084f478e757adaf8baefcd,카이저
85c4155e55a74c87b04efb19f5eb5b42,"대신 자회사인 KDB캐피탈, KDB자산운용, KDB생명"
82d0d0c2232340a1954623f820e5431c,2011년
c834a2382f0b4bcfa663c3773e79cb09,"김석동 금융위원장이 취임 후 주요 과제 중 하나로 정책금융기관 통폐합을 거론했다. 2009년 출범한 정책금융공사가 자기만의 정체성을 찾지 못한 채 중소기업 지원, 수출기업 지원 등 기존 기관과 중복되는 일을 한다는 지적이 제기됐다. 정책금융기관의 기능 중복을 해소하자는 이야기가 무성했지만 정권 후반기여서 탄력을 받지 못한 채 사그라졌다. 이후 수출입은행은 조금씩 영역 넓히기를 시도했다. 작년 11월 의원 발의로 국회에 상정된 ‘한국수출입은행법 개정안’은 수출입은행 이름을 ‘국제협력은행(KBIC)’으로 바꾸고 자본금을 8조원에서 (정책금융공사의 자본금과 똑같은) 15조원으로 늘린다는 내용을 담고 있다. 무역보험공사의 1년 초과 중장기 보증 기능과 정책금융공사의 수출기업 지원 기능을 가져오겠다는 게 수출입은행의 구상이다. 그래야만 아랍에미리트(UAE)의 원자력발전소 같은 대규모 해외 프로젝트를 적극적으로 수주할 수 있다는 논리를 펴고 있다. 산업은행과 정책금융공사는 불편한 심기를 감추지 않고 있다. 민영화를 전제로 정책금융공사를 떼어낸 것이니 산업은행이 도로 가져와야 맞다는 게 산업은행의 주장이다. 9일 취임한 홍기택 산은금융지주 회장은 “정책금융기관이 어떤 방향으로 재편되든 산은금융그룹의 정책금융기관 맏형 역할은 계속될 것”이라고 말해 정책금융공사와의 재통합 의지를 나타냈다.다만 산업은행 경영진과 직원들의 입장은 조금 다르다. 직원들은 정책금융공사를 다시 합치면 구조조정이 이뤄질까 우려하고 있다. 한 산업은행 직원은 “정책금융공사를 다른 기관에 합치는 대신 녹색금융공사나 선박금융공사, 해양금융공사 등으로 바꿔서 운영하는 것이 적절하지 않겠느냐”고 했다. 정책금융공사는 산업은행과 수출입은행에 통합되는 게 아니라 오히려 산업은행 등이 공사 아래로 들어와야 한다고 주장하고 있다. ○“정책금융지주회사 만들어야” 주장도정책금융기관을 아예 지주사 체제로 만들어야 한다는 지적도 있다. 손상호 금융연구원"
184f957c5ff34677aa28c787fa506f60,"30권의 양서를 선정해 자신만의 시선으로 책을 풀어냈다. 소개된 책은 대부분 익히 알려진 고전들이다. 톨스토이의 ‘전쟁과 평화’, 스콧 피츠제럴드의 ‘위대한 개츠비’, 호메로스의 ‘일리아스’, 알베르 카뮈의 ‘이방인’ 등 문학사를 수놓은 책들뿐이다. “고전의 세계는 아름답고 황홀하고 웅대하다. 세월을 이기고 살아남은 고전은 사람을 만들고 사람을 키운다”는 게 저자의 생각이다. 각각의 고전마다"
3a74b7af573341ae97813cf4dd51a1f7,85층 주거 타워 2개 동에는 아파트(882가구)와 부대시설을 배치한다. 3개의 타워 하단부를 둘러싸고 있는 지상 7층 이하 포디움에는 워터파크 쇼핑몰 등 관광·상업시설을 들인다.
0b61759afeaa4b3898b40f7aafb1b964,≪실수 연발≫에서
0b0835cee34741708b35f4532892dbf4,5만2000원 이상
e28c92d8f26449c484c1cd6a862c7547,미국과 일본
0d72518ed5374e26ade5368c6866f589,30분
139d095460cc4f2689705048b1bb1ec3,5일
9e56bb135906409b8bc0b1657e5b44ab,"동부특수강은 봉강(막대 모양의 강재)과 선재로 자동차용 볼트·너트, 샤프트 등 자동차용 부품 소재로 사용되는 특수강 2차 공정업체다. 세아특수강(42%)에 이어 시장점유율 2위(23%)다. 현대제철은 동부특수강을 인수함으로써 특수강 부문"
68af9621281d4defa1ff8969f0085dc9,2위(23%)
26977c1ecdb947cab8f1af1f95c77f5c,싱가포르
3eb5d5eb08494d15a73ffcb853ca9544,"지식층(인텔리겐치야)의 폭력적인 혁명을 부정하고, 기독교, 특히 정교회 교리에 바탕을 둔 기독교 사상을 담고 있다. 그의 기독교 사상은 기독교의 교리와 사상을 변증하는 호교론이 아니라, 오히려 하느님의 이름으로 종교재판을 행한 기독교의 폭력을 비판함으로써 교회가 그리스도의 가르침으로 돌아갈 것을 요구하는 것이었다."
6d2052a0fb0e4333b031686e0e8f5d6b,대우조선해양의 평균 연봉이 가장 많았다.31일 기업경영 평가사이트 CEO스코어
cca4cc6f0b794e1b8462bfbaed63d2d6,901년
8fbe0dc8c8084c5a9aa817fb133f80c6,유럽 본토와 식민지의 항만 방어
d02863f59b414daf8b1be12ee563a4d1,28일
4eac2c9833ba452db1922cd42abcee9f,고이치 일본 관방 부(副)장관
0fa73d294f4a4f3989415bbd88c36076,"2008년 글로벌 금융위기 이후 본격적으로 상승하기 시작한 전셋값은 올 들어서도 강세를 이어가고 있다. 7일 국민은행에 따르면 전국의 주택 전세가격은 2008년 말보다 30.98% 뛰었다. 매매가격 상승률인 10.21%의 3배에 이른다. 전세가 상승률은 2009년 3.39%, 2010년 7.12%, 2011년 12.3%, 2012년 3.52%, 올 상반기 1.72%를 각각 기록했다. 아파트 전세가격 상승률만 따지면 올 상반기 2.75% 올랐다. 아파트 기준 매매가 대비 전세가 비율은 전국 63.7%, 서울 57.7%이다. ‘전세대란’"
93d82f7049d641ad97705de3cb430870,"레이프 에이릭손의 빈란드 탐사 이후, 토르발드 에이릭손과 토르핀 카를세프니"
df944721bcba4a2e8d179d66d3e4ff08,배터리
499ed4972ad94a1584292d0649d84f6a,864년
cdd18a3f21584c8eb9e1512429ed0cba,LG전자의 시장점유율도 4.8%에서 4.7%
fb2e09c5a80d4374b9bd7d9949c2d086,"자련수, 돗자리의 겉모양"
29382cf6855e4d8a9760ed634b4ae99e,펠로피다스
b21d149eae704a8184c6d394eef4c680,포르쉐코리아의 공식 딜러사인 아우토슈
4d61553e8c8144689b5ac50ef61e15d9,블랙록
62f9d1f2d7214a9c84d3a7b891a3e1ea,우위
c8c1e217f2de4ffc8c6c57ea3d811140,"구글 어스(Google Earth), 케냐의 1위 통신 사업자 사파리콤 등과 글로벌 에어맵 구축 프로젝트를 위한 비즈니스 협력 방안도 논의했다. 아울러 총회 기간 글로벌 혁신 기업들이 참여하는 환경총회 전시회"
5d0c4ef9194145609e9d55afa452d49a,32주 동안
8d9dc4fce2db41398c63920dfbe3d18d,비나에서 다뤄진 내용과
b230fb56503142748bfc34ec7503acab,카카오톡의 보안 기술이 텔레그램에 비해 특별히 뒤처지는 것
fec74f352faa408ca8db014a0c0be589,아내
af02ba883bde420ba489452c18057fb4,"대통령, 국무총리"
1f1e1b849102434db4711c9daf276331,정부와 새누리당
3d850dd0a913401f8b51e122eb915e7e,"최대 1,500 mg"
76ad7998b9734e098996fd6c81f09505,벵골 지방을 동·서로 분열하는 벵골 분할령
45841ac452284d678ec9b8eb5d2bad0d,2006년
90ef5ee9ec104291b1c13cf11327540d,1938년 체임벌린은 케터링에서 자신이 비버브룩 캠페인
0ea4d05a9bc942bd94cb3f445fb07acb,5월10일부터
dcd65569aafe48e697d1a381d5e0f509,임원들
3eaa049dbc104f25b00736c0da238cad,공공택지 신규 분양이 투자 1순위분양팀장
2c61e60083d54bce964474732a792558,1817년
cef62314d8bf4235a3a7388f9839359f,1817년
83017d39e6b143c5bf53ced58ddf4f7d,러시아
36321d16506644e79cc9ab1307b09694,"‘청풍계’, 광진구 광장동 아차산 일"
2bcf529ee6fe449aa36fcaa8936d9840,"궁예가 오히려 왕건을 상대로 항전을 벌이다 죽었다고 하는 전승을 전하고 있다. 유명한 것이 포천 산정호수와 철원군 갈말읍 인근의 명성산 전설로, 왕건에게 쫓긴 궁예의 말년을 슬퍼해서 산새들"
